"Response ID","Time Started","Date Submitted","Status","Contact ID","Legacy Comments","Comments","Language","Referer","Extended Referer","SessionID","User Agent","Extended User Agent","Tags","IP Address","Longitude","Latitude","Country","City","State/Region","Postal","What is your gender?","What is the highest level of education you have achieved?","How old are you?","Treatment/control","Please watch the following short video.","Please watch the following short video.","On a scale from 0-100, how interested in politics are you?"
"16","2015-11-13 15:41:08","2015-11-13 15:42:25","Complete","","","","English","","","1447447268_56464ae424f744.84472691","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safar","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36","","152.78.0.132","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Female","12th grade or less","18-24","Treatment","","","80"
"17","2015-11-13 15:50:41","2015-11-13 15:52:09","Complete","","","","English","http://m.facebook.com","http://m.facebook.com","1447447841_56464d21ebc3c6.91582289","Mozilla/5.0 (iPod touch; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) M","Mozilla/5.0 (iPod touch; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13B143 [FBAN/MessengerForiOS;FBAV/48.0.0.20.47;FBBV/17291106;FBDV/iPod5,1;FBMD/iPod touch;FBSN/iPhone OS;FBSV/9.1;FBSS/2; FBCR/;FBID/phone;FBLC/de_DE;FBOP/5]","","152.78.0.164","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Female","Graduated high school or equivalent","18-24","Treatment","","","81"
"18","2015-11-13 16:05:51","2015-11-13 16:06:43","Complete","","","","English","","","1447448751_564650af8e8a62.82213530","Mozilla/5.0 (iPad; CPU OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mo","Mozilla/5.0 (iPad; CPU OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1","","149.254.58.20","-0.093099996447563","51.514198303223","United Kingdom","London","H9","EC4N","Male","Graduated high school or equivalent","18-24","Treatment","","","22"
"19","2015-11-13 16:12:38","2015-11-13 16:14:01","Complete","","","","English","","","1447449158_564652464d90f9.20691062","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Versio","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4","","81.158.27.192","-0.10000000149012","52.416698455811","United Kingdom","Bury","C3","PE26","Female","Some college, no degree","35-54","Control","","",""
"20","2015-11-13 16:13:35","2015-11-13 16:15:02","Complete","","","","English","","","1447449215_5646527fe3ed68.29972278","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Versi","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1","","81.158.27.192","-0.10000000149012","52.416698455811","United Kingdom","Bury","C3","PE26","Female","Bachelor's degree","18-24","Treatment","","","26"
"21","2015-11-13 16:16:20","2015-11-13 16:18:01","Complete","","","","English","","","1447449380_56465324ee4ea8.07473884","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12B436 Safari/600.1.4","","31.205.2.173","-1.4658999443054","53.382999420166","United Kingdom","Sheffield","L9","S3","Female","Bachelor's degree","18-24","Treatment","","","70"
"22","2015-11-13 16:19:31","2015-11-13 16:20:20","Complete","","","","English","","","1447449571_564653e3bcc297.13338803","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobi","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H321 MicroMessenger/6.3.6 NetType/WIFI Language/en","","152.78.0.168","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Female","Bachelor's degree","18-24","Control","","",""
"23","2015-11-13 16:32:02","2015-11-13 16:33:50","Complete","","","","English","http://m.facebook.com","http://m.facebook.com","1447450322_564656d2be1203.80751035","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobil","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13B143 [FBAN/MessengerForiOS;FBAV/47.0.0.19.116;FBBV/17056928;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iPhone OS;FBSV/9.1;FBSS/2; FBCR/vodafoneUK;FBID/phone;FBLC/en_GB;FBOP/5]","","152.78.0.153","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Female","Some college, no degree","18-24","Control","","","35"
"24","2015-11-13 16:32:46","2015-11-13 16:34:26","Complete","","","","English","http://m.facebook.com","http://m.facebook.com","1447450366_564656fe6d8d46.85723022","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobil","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13B143 [FBAN/MessengerForiOS;FBAV/45.0.0.20.227;FBBV/16324485;FBDV/iPhone5,4;FBMD/iPhone;FBSN/iPhone OS;FBSV/9.1;FBSS/2; FBCR/EE;FBID/phone;FBLC/en_GB;FBOP/5]","","152.78.0.186","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Male","Some college, no degree","18-24","Treatment","","","30"
"25","2015-11-13 17:06:26","2015-11-13 17:07:35","Complete","","","","English","","","1447452386_56465ee271c924.52971987","Mozilla/5.0 (Linux; Android 5.0.1; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Geck","Mozilla/5.0 (Linux; Android 5.0.1; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.76 Mobile Safari/537.36","","94.197.121.65","-0.12999999523163","51.5","United Kingdom","","","","Male","12th grade or less","under 18","Control","","","65"
"26","2015-11-13 18:00:35","2015-11-13 18:02:48","Complete","","","","English","","","1447455635_56466b93a40823.74916091","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MALNJS; rv:11.0) like Gecko","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MALNJS; rv:11.0) like Gecko","","152.78.0.144","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Male","Graduated high school or equivalent","18-24","","","","100"
"27","2015-11-13 18:56:04","2015-11-13 18:57:00","Complete","","","","English","","","1447458964_56467894d47ac6.18197232","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36","","86.145.57.15","-2.1249001026154","50.789600372314","United Kingdom","Blandford Forum","D6","DT11","Female","Some college, no degree","18-24","","","","100"
"28","2015-11-13 22:35:19","2015-11-13 22:36:17","Complete","","","","English","","","1447472119_5646abf75e2f79.70080415","Mozilla/5.0 (Linux; Android 5.0; SM-G900FD Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chro","Mozilla/5.0 (Linux; Android 5.0; SM-G900FD Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.76 Mobile Safari/537.36","","92.96.96.133","54.36669921875","24.46669960022","United Arab Emirates","Abu Dhabi","01","","Female","Post-graduate degree","35-54","Control","","","75"
"29","2015-11-14 06:25:15","2015-11-14 06:26:27","Complete","","","","English","http://m.facebook.com","http://m.facebook.com","1447500313_56471a19ec50c8.49989693","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobil","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13B143 [FBAN/MessengerForiOS;FBAV/48.0.0.20.47;FBBV/17291106;FBDV/iPhone5,4;FBMD/iPhone;FBSN/iPhone OS;FBSV/9.1;FBSS/2; FBCR/vodafoneUK;FBID/phone;FBLC/en_GB;FBOP/5]","","152.78.0.195","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Female","Graduated high school or equivalent","18-24","Treatment","","","70"
"30","2015-11-14 07:58:01","2015-11-14 08:01:35","Complete","","","","English","","","1447505881_56472fd9d26836.28670604","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.94 Safari/537.36","","152.78.0.167","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Female","Graduated high school or equivalent","18-24","Treatment","","","80"
"31","2015-11-14 11:38:42","2015-11-14 11:45:35","Complete","","","","English","","","1447519122_564763922cbaa8.37665979","Mozilla/5.0 (Linux; Android 5.0.1; GT-I9505 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chr","Mozilla/5.0 (Linux; Android 5.0.1; GT-I9505 Build/LRX22C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.76 Mobile Safari/537.36","","92.96.113.20","54.36669921875","24.46669960022","United Arab Emirates","Abu Dhabi","01","","Male","Post-graduate degree","35-54","Treatment","","","100"
"32","2015-11-14 11:49:27","2015-11-14 11:50:52","Complete","","","","English","http://m.facebook.com","http://m.facebook.com","1447519767_56476617568811.41106186","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mob","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B511 [FBAN/MessengerForiOS;FBAV/48.0.0.20.47;FBBV/17291106;FBDV/iPhone6,2;FBMD/iPhone;FBSN/iPhone OS;FBSV/7.0.3;FBSS/2; FBCR/vodafoneUK;FBID/phone;FBLC/en_GB;FBOP/5]","","85.255.234.25","-0.12999999523163","51.5","United Kingdom","","","","Male","Bachelor's degree","35-54","Treatment","","","100"
"33","2015-11-14 12:11:56","2015-11-14 12:14:45","Complete","","","","English","https://www.facebook.com/","https://www.facebook.com/","1447521115_56476b5bd96b82.96914898","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safar","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36","","86.188.48.183","-1.3303999900818","51.416301727295","United Kingdom","Newbury","P4","RG14","Female","Graduated high school or equivalent","18-24","Treatment","","","100"
"34","2015-11-14 12:22:13","2015-11-14 12:24:15","Complete","","","","English","","","1447521733_56476dc5612989.76662768","Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0","Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; 909; Vodafone) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537","","86.145.57.15","-2.1249001026154","50.789600372314","United Kingdom","Blandford Forum","D6","DT11","Female","Graduated high school or equivalent","35-54","Control","","","69"
"35","2015-11-14 12:23:02","2015-11-14 12:23:49","Partial","","","","English","https://www.facebook.com/","https://www.facebook.com/","1447521782_56476df661fa74.46295794","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36","","86.145.57.15","-2.1249001026154","50.789600372314","United Kingdom","Blandford Forum","D6","DT11","Female","12th grade or less","35-54","Control","","",""
"36","2015-11-14 13:27:55","2015-11-14 13:29:53","Complete","","","","English","","","1447525674_56477d2ae07c01.88669987","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Versi","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1","","81.158.27.192","-0.10000000149012","52.416698455811","United Kingdom","Bury","C3","PE26","Male","Post-graduate degree","55+","Control","","","82"
"37","2015-11-14 22:04:22","2015-11-14 22:07:03","Partial","","","","English","","","1447556662_5647f63636abf8.33429159","Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B55","Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B554a MicroMessenger/6.3.1 NetType/WIFI Language/zh_CN","","106.186.115.69","139.69000244141","35.689998626709","Japan","","","","Male","Bachelor's degree","35-54","Treatment","","",""
"38","2015-11-14 22:44:04","2015-11-14 22:46:02","Complete","","","","English","","","1447559044_5647ff848981e0.44172380","Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B55","Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mobile/11B554a MicroMessenger/6.3.1 NetType/WIFI Language/zh_CN","","143.167.166.50","-1.5","53.36669921875","United Kingdom","Sheffield","L9","S11","Male","Bachelor's degree","35-54","Treatment","","","67"
"39","2015-11-14 23:56:59","2015-11-14 23:57:47","Partial","","","","English","","","1447563419_5648109b4c6817.39587840","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.80 Safari/537.36","","152.78.0.165","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","","","","Control","","",""
"40","2015-11-14 23:58:02","2015-11-14 23:58:31","Partial","","","","English","","","1447563482_564810da6c5664.47470614","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.80 Safari/537.36","","152.78.0.165","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Male","Some college, no degree","18-24","Treatment","","",""
"41","2015-11-15 08:55:31","2015-11-15 08:55:45","Complete","","","","English","","","1447595730_56488ed2de6de4.79738504","Mozilla/5.0 (X11; CrOS x86_64 7390.61.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 ","Mozilla/5.0 (X11; CrOS x86_64 7390.61.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.71 Safari/537.36","","152.78.0.207","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","","","","Control","","",""
"42","2015-11-16 06:35:27","2015-11-16 07:18:00","Partial","","","","English","","","1447673726_5649bf7edeb759.10139321","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/46.0.2490.73 Mobile/13B143 Safari/600.1.4","","152.78.1.69","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Female","Bachelor's degree","under 18","Control","","",""
"43","2015-11-16 06:36:03","2015-11-16 07:17:52","Complete","","","","English","http://www.surveygizmo.com/s3/2444185/f0c2b1b66f43","http://www.surveygizmo.com/s3/2444185/f0c2b1b66f43","1447673763_5649bfa3c9ebc3.42854716","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/46.0.2490.73 Mobile/13B143 Safari/600.1.4","","152.78.1.69","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Female","Bachelor's degree","under 18","Treatment","","","17"
"44","2015-11-16 07:41:39","2015-11-16 07:43:09","Complete","","","","English","","","1447677698_5649cf02bc7d13.99325162","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safa","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36","","86.150.233.192","-0.61540001630783","51.554798126221","United Kingdom","Slough","M1","SL2","Female","Graduated high school or equivalent","18-24","Control","","","65"
"45","2015-11-16 15:49:46","2015-11-16 15:51:03","Complete","","","","English","","","1447706986_564a416a6178c5.22113171","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Vers","Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4","","10.4.50.188","","","","","","","Female","Some college, no degree","18-24","Control","","","93"
"46","2015-11-17 06:40:24","2015-11-17 06:41:06","Complete","","","","English","https://t.co/JUK9bPJkOG","https://t.co/JUK9bPJkOG","1447760424_564b1228cae016.34955564","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36","","79.173.162.50","-0.093099996447563","51.514198303223","United Kingdom","London","H9","EC4N","Male","Post-graduate degree","25-34","Control","","","90"
"47","2015-11-17 06:46:19","2015-11-17 06:46:56","Complete","","","","English","","","1447760779_564b138b4126f4.60953094","Mozilla/5.0 (Linux; Android 5.0.1; HTC One_M8 Build/LRX22C; wv) AppleWebKit/537.36 (KHTML, like Geck","Mozilla/5.0 (Linux; Android 5.0.1; HTC One_M8 Build/LRX22C; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36 TwitterAndroid","","152.78.0.184","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Male","Associate degree","18-24","Treatment","","","71"
"48","2015-11-17 06:47:28","2015-11-17 06:47:51","Complete","","","","English","","","1447760848_564b13d0db3e18.50602905","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .N","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MS-RTC LM 8; .NET4.0C; .NET4.0E; InfoPath.3)","","32.58.234.250","-81.732902526855","28.022199630737","United States","","FL","","Male","Bachelor's degree","18-24","Treatment","","","80"
"49","2015-11-17 06:48:22","2015-11-17 06:49:22","Complete","","","","English","https://t.co/JUK9bPJkOG","https://t.co/JUK9bPJkOG","1447760902_564b14060cc151.17790235","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36","","50.164.49.83","-77.902099609375","40.797500610352","United States","State College","PA","16803","Male","Post-graduate degree","35-54","Treatment","","","74"
"50","2015-11-17 06:51:45","2015-11-17 06:52:59","Complete","","","","English","https://t.co/JUK9bPJkOG","https://t.co/JUK9bPJkOG","1447761105_564b14d11baff1.23523784","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobil","Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13B143 Twitter for iPhone","","152.78.0.156","-1.3999999761581","50.900001525879","United Kingdom","Southampton","M4","SO15","Male","Some college, no degree","18-24","Control","","","100"
